Item,Communality
BI1,0.46926507294743297
BI2,0.5689551878496726
BI3,0.4369659287921822
PE1,0.8588218632372886
PE2,0.6073121763276709
PE3,0.6980140544299754
PEOU1,0.9525843723416504
PEOU2,0.5006892437021248
PEOU3,0.5520396146734753
PS1,0.36894524867467104
PS2,0.7816380529471402
PS3,0.9391874536745534
PU1,0.34400586113632
PU2,0.4911648426890164
PU3,0.5648728279610179
